district,year,murder
HOOGHLY,2012,0
HOWRAH,2012,0
"HOWRAH CITY",2012,0
"HOWRAH G.R.P.",2012,0
JALPAIGURI,2012,0
JHARGRAM,2012,0
"KHARAGPUR G.R.P.",2012,0
KOLKATA,2012,0
MALDA,2012,0
MURSHIDABAD,2012,0
NADIA,2012,0
"PASCHIM MIDNAPUR",2012,0
"PURAB MIDNAPUR",2012,0
PURULIA,2012,0
"SEALDAH G.R.P.",2012,0
"SILIGURI G.R.P.",2012,0
SILIGURI_PC,2012,0
"UTTAR DINAJPUR",2012,0
CAR,2012,0
CHANDIGARH,2012,0
"D and N HAVELI",2012,0
DAMAN,2012,0
DIU,2012,0
CAW,2012,0
CENTRAL,2012,0
"CRIME BRANCH",2012,0
EAST,2012,0
EOW,2012,0
GRP(RLY),2012,0
"IGI AIRPORT",2012,0
"NEW DELHI",2012,0
NORTH-EAST,2012,0
NORTH-WEST,2012,0
OUTER,2012,0
SOUTH-EAST,2012,0
SOUTH-WEST,2012,0
STF,2012,0
LAKSHADWEEP,2012,0
ADILABAD,2001,0
ANANTAPUR,2001,0
CUDDAPAH,2001,0
"GUNTAKAL RLY.",2001,0
"HYDERABAD CITY",2001,0
NELLORE,2001,0
NIZAMABAD,2001,0
"SECUNDERABAD RLY.",2001,0
"VIJAYAWADA RLY.",2001,0
"VISAKHA RURAL",2001,0
VISAKHAPATNAM,2001,0
WARANGAL,2001,0
"WEST GODAVARI",2001,0
CHANGLANG,2001,0
"DIBANG VALLEY",2001,0
"KAMENG EAST",2001,0
"KAMENG WEST",2001,0
LOHIT,2001,0
"PAPUM PARE",2001,0
"SIANG EAST",2001,0
"SIANG UPPER",2001,0
"SIANG WEST",2001,0
"SUBANSIRI LOWER",2001,0
"SUBANSIRI UPPER",2001,0
TAWANG,2001,0
TIRAP,2001,0
TOTAL,2001,0
BARPETA,2001,0
BONGAIGAON,2001,0
C.I.D.,2001,0
CACHAR,2001,0
DARRANG,2001,0
DHEMAJI,2001,0
DHUBRI,2001,0
DIBRUGARH,2001,0
G.R.P.,2001,0
GOALPARA,2001,0
GOLAGHAT,2001,0
"GUWAHATI CITY",2001,0
HAILAKANDI,2001,0
JORHAT,2001,0
KAMRUP,2001,0
"KARBI ANGLONG",2001,0
KARIMGANJ,2001,0
KOKRAJHAR,2001,0
LAKHIMPUR,2001,0
MORIGAON,2001,0
"N.C. HILLS",2001,0
NAGAON,2001,0
NALBARI,2001,0
R.P.O.,2001,0
SIBSAGAR,2001,0
SONITPUR,2001,0
TINSUKIA,2001,0
ARWAL,2001,0
BAGAHA,2001,0
BANKA,2001,0
BEGUSARAI,2001,0
BHOJPUR,2001,0
BUXAR,2001,0
DARBHANGA,2001,0
GAYA,2001,0
GOPALGANJ,2001,0
"JAMALPUR RLY.",2001,0
JAMUI,2001,0
JEHANABAD,2001,0
KATIHAR,2001,0
"KATIHAR RLY.",2001,0
KISHANGANJ,2001,0
MADHEPURA,2001,0
MUNGER,2001,0
MUZAFFARPUR,2001,0
"MUZAFFARPUR RLY.",2001,0
NAUGACHIA,2001,0
PATNA,2001,0
"PATNA RLY.",2001,0
SAHARSA,2001,0
SAMASTIPUR,2001,0
SARAN,2001,0
SHEIKHPURA,2001,0
SHEOHAR,2001,0
SITAMARHI,2001,0
SIWAN,2001,0
SUPAUL,2001,0
VAISHALI,2001,0
BALRAMPUR,2001,0
BIZAPUR,2001,0
DANTEWARA,2001,0
DHAMTARI,2001,0
"GRP RAIPUR",2001,0
JAGDALPUR,2001,0
JANJGIR,2001,0
JASHPUR,2001,0
KANKER,2001,0
KORBA,2001,0
KORIYA,2001,0
MAHASAMUND,2001,0
RAIGARH,2001,0
RAJNANDGAON,2001,0
SARGUJA,2001,0
"NORTH GOA",2001,0
"SOUTH GOA",2001,0
"AHMEDABAD RURAL",2001,0
AHWA-DANG,2001,0
ANAND,2001,0
BHARUCH,2001,0
DAHOD,2001,0
HIMATNAGAR,2001,0
JAMNAGAR,2001,0
"KHEDA NORTH",2001,0
KUTCH,2001,0
NARMADA,2001,0
NAVSARI,2001,0
PANCHMAHAL,2001,0
PATAN,2001,0
PORBANDAR,2001,0
"SURAT COMMR.",2001,0
"SURAT RURAL",2001,0
"VADODARA RURAL",2001,0
VALSAD,2001,0
W.RLY,2001,0
BHIWANI,2001,0
FARIDABAD,2001,0
GRP,2001,0
GURGAON,2001,0
HISAR,2001,0
JHAJJAR,2001,0
KAITHAL,2001,0
MAHENDERGARH,2001,0
PANCHKULA,2001,0
PANIPAT,2001,0
REWARI,2001,0
ROHTAK,2001,0
SIRSA,2001,0
YAMUNANAGAR,2001,0
BILASPUR,2001,0
CHAMBA,2001,0
HAMIRPUR,2001,0
KINNAUR,2001,0
KULLU,2001,0
LAHAUL-SPITI,2001,0
MANDI,2001,0
SHIMLA,2001,0
SIRMAUR,2001,0
SOLAN,2001,0
UNA,2001,0
ANANTNAG,2001,0
AWANTIPORA,2001,0
BARAMULLA,2001,0
BORDER,2001,0
BUDGAM,2001,0
"CRIME JAMMU",2001,0
"CRIME SRINAGAR",2001,0
DODA,2001,0
GANDERBAL,2001,0
JAMMU,2001,0
KARGIL,2001,0
KATHUA,2001,0
KULGAM,2001,0
KUPWARA,2001,0
LEH,2001,0
POONCH,2001,0
PULWAMA,2001,0
RAILWAYS,2001,0
RAJOURI,2001,0
RAMBAN,2001,0
SRINAGAR,2001,0
UDHAMPUR,2001,0
BOKARO,2001,0
CHAIBASA,2001,0
DEOGHAR,2001,0
DHANBAD,2001,0
"DHANBAD RLY.",2001,0
GARHWA,2001,0
GIRIDIH,2001,0
GODDA,2001,0
GUMALA,2001,0
HAZARIBAGH,2001,0
JAMSHEDPUR,2001,0
"JAMSHEDPUR RLY.",2001,0
JAMTARA,2001,0
KODERMA,2001,0
LATEHAR,2001,0
LOHARDAGGA,2001,0
PAKUR,2001,0
PALAMU,2001,0
SAHEBGANJ,2001,0
SARAIKELA,2001,0
SIMDEGA,2001,0
BELGAUM,2001,0
BELLARY,2001,0
BIDAR,2001,0
BIJAPUR,2001,0
CHAMARAJNAGAR,2001,0
DAVANAGERE,2001,0
"DHARWAD COMMR.",2001,0
GADAG,2001,0
HASSAN,2001,0
HAVERI,2001,0
K.G.F.,2001,0
KODAGU,2001,0
KOPPAL,2001,0
MANDYA,2001,0
"MYSORE COMMR.",2001,0
"MYSORE RURAL",2001,0
SHIMOGA,2001,0
"UTTAR KANNADA",2001,0
ALAPUZHA,2001,0
CBCID,2001,0
IDUKKI,2001,0
KANNUR,2001,0
KASARGOD,2001,0
KOLLAM,2001,0
KOTTAYAM,2001,0
KOZHIKODE,2001,0
MALAPPURAM,2001,0
PATHANAMTHITTA,2001,0
TRIVANDRUM,2001,0
WAYANADU,2001,0
BARWANI,2001,0
"BHOPAL RLY.",2001,0
CHHINDWARA,2001,0
DAMOH,2001,0
DEWAS,2001,0
DINDORI,2001,0
INDORE,2001,0
"JABALPUR RLY.",2001,0
JHABUA,2001,0
KATNI,2001,0
KHARGON,2001,0
NARSINGHPUR,2001,0
NEEMUCH,2001,0
RAISEN,2001,0
SEONI,2001,0
SHAHDOL,2001,0
SHAJAPUR,2001,0
UMARIYA,2001,0
AHMEDNAGAR,2001,0
AKOLA,2001,0
"AMRAVATI COMMR.",2001,0
"AMRAVATI RURAL",2001,0
"AURANGABAD RURAL",2001,0
BULDHANA,2001,0
CHANDRAPUR,2001,0
GADCHIROLI,2001,0
GONDIA,2001,0
HINGOLI,2001,0
JALGAON,2001,0
KOLHAPUR,2001,0
LATUR,2001,0
MUMBAI,2001,0
"MUMBAI RLY.",2001,0
"NAGPUR COMMR.",2001,0
"NAGPUR RLY.",2001,0
"NAGPUR RURAL",2001,0
NANDURBAR,2001,0
"NASIK COMMR.",2001,0
"NASIK RURAL",2001,0
"NAVI MUMBAI",2001,0
OSMANABAD,2001,0
"PUNE COMMR.",2001,0
"PUNE RLY.",2001,0
RATNAGIRI,2001,0
SANGLI,2001,0
SATARA,2001,0
SINDHUDURG,2001,0
"SOLAPUR COMMR.",2001,0
"SOLAPUR RURAL",2001,0
"THANE COMMR.",2001,0
"THANE RURAL",2001,0
WARDHA,2001,0
WASHIM,2001,0
BISHNUPUR,2001,0
CHANDEL,2001,0
CHURACHANDPUR,2001,0
IMPHAL(EAST),2001,0
IMPHAL(WEST),2001,0
SENAPATI,2001,0
TAMENGLONG,2001,0
THOUBAL,2001,0
UKHRUL,2001,0
"GARO HILLS EAST",2001,0
"GARO HILLS SOUTH",2001,0
"GARO HILLS WEST",2001,0
"JAINTIA HILLS",2001,0
"KHASI HILLS EAST",2001,0
"KHASI HILLS WEST",2001,0
RI-BHOI,2001,0
AIZAWL,2001,0
CHAMPHAI,2001,0
KOLASIB,2001,0
LAWNGTLAI,2001,0
LUNGLEI,2001,0
MAMIT,2001,0
SAIHA,2001,0
SERCHHIP,2001,0
DIMAPUR,2001,0
KIPHIRE,2001,0
KOHIMA,2001,0
MOKOKCHUNG,2001,0
MON,2001,0
PEREN,2001,0
PHEK,2001,0
TUENSANG,2001,0
WOKHA,2001,0
ANGUL,2001,0
BALASORE,2001,0
BARAGARH,2001,0
BERHAMPUR,2001,0
BHADRAK,2001,0
BOLANGIR,2001,0
BOUDH,2001,0
CUTTACK,2001,0
DEOGARH,2001,0
GAJAPATI,2001,0
GANJAM,2001,0
JAGATSINGHPUR,2001,0
JAJPUR,2001,0
JHARSUGUDA,2001,0
KALAHANDI,2001,0
KANDHAMAL,2001,0
KENDRAPARA,2001,0
KHURDA,2001,0
MAYURBHANJ,2001,0
NAYAGARH,2001,0
NOWRANGPUR,2001,0
ROURKELA,2001,0
SAMBALPUR,2001,0
SONEPUR,2001,0
SRP(CUTTACK),2001,0
SRP(ROURKELA),2001,0
BARNALA,2001,0
BHATINDA,2001,0
FARIDKOT,2001,0
"FATEHGARH SAHIB",2001,0
FEROZEPUR,2001,0
G.R.P,2001,0
HOSHIARPUR,2001,0
JALANDHAR,2001,0
KAPURTHALA,2001,0
KHANNA,2001,0
LUDHIANA,2001,0
MAJITHA,2001,0
MANSA,2001,0
MOGA,2001,0
"NAWAN SHAHR",2001,0
PATIALA,2001,0
ROPAR,2001,0
SANGRUR,2001,0
"TARN TARAN",2001,0
BANSWARA,2001,0
DAUSA,2001,0
DUNGARPUR,2001,0
JAIPUR,2001,0
JAISALMER,2001,0
RAJSAMAND,2001,0
"SAWAI MADHOPUR",2001,0
EAST,2001,0
NORTH,2001,0
SOUTH,2001,0
WEST,2001,0
ARIYALUR,2001,0
CHENGAI,2001,0
CHENNAI,2001,0
"CHENNAI RLY.",2001,0
"COIMBATORE URBAN",2001,0
CUDDALORE,2001,0
DHARMAPURI,2001,0
DINDIGUL,2001,0
KANCHIPURAM,2001,0
KANYAKUMARI,2001,0
KARUR,2001,0
"MADURAI URBAN",2001,0
NILGIRIS,2001,0
PERAMBALUR,2001,0
PUDUKOTTAI,2001,0
"SALEM RURAL",2001,0
THENI,2001,0
THIRUVANNAMALAI,2001,0
THIRUVARUR,2001,0
"TRICHY RLY.",2001,0
"TRICHY RURAL",2001,0
VELLORE,2001,0
DHALAI,2001,0
LALITPUR,2001,0
MAHARAJGANJ,2001,0
MAU,2001,0
ALMORA,2001,0
BAGESHWAR,2001,0
CHAMOLI,2001,0
CHAMPAWAT,2001,0
DEHRADUN,2001,0
NAINITAL,2001,0
"RUDRA PRAYAG",2001,0
"TEHRI GARHWAL",2001,0
UTTARKASHI,2001,0
"24 PARGANAS NORTH",2001,0
"24 PARGANAS SOUTH",2001,0
ASANSOL,2001,0
BANKURA,2001,0
BIRBHUM,2001,0
BURDWAN,2001,0
COOCHBEHAR,2001,0
"DAKSHIN DINAJPUR",2001,0
DARJEELING,2001,0
HOOGHLY,2001,0
HOWRAH,2001,0
"HOWRAH CITY",2001,0
"HOWRAH G.R.P.",2001,0
JALPAIGURI,2001,0
KOLKATA,2001,0
MALDA,2001,0
MIDNAPUR,2001,0
MURSHIDABAD,2001,0
NADIA,2001,0
PURULIA,2001,0
"SEALDAH G.R.P.",2001,0
"SILIGURI G.R.P.",2001,0
"UTTAR DINAJPUR",2001,0
ANDAMAN,2001,0
NICOBAR,2001,0
CHANDIGARH,2001,0
"D and N HAVELI",2001,0
DAMAN,2001,0
DIU,2001,0
CENTRAL,2001,0
G.R.P.(RLY),2001,0
I.G.I.AIRPORT,2001,0
"NEW DELHI",2001,0
"NORTH EAST",2001,0
"NORTH WEST",2001,0
S.T.F.,2001,0
"SOUTH WEST",2001,0
LAKSHADWEEP,2001,0
PONDICHERRY,2001,0
ADILABAD,2002,0
ANANTAPUR,2002,0
CUDDAPAH,2002,0
"GUNTAKAL RLY.",2002,0
"HYDERABAD CITY",2002,0
MEDAK,2002,0
NALGONDA,2002,0
NELLORE,2002,0
NIZAMABAD,2002,0
"SECUNDERABAD RLY.",2002,0
"VIJAYAWADA RLY.",2002,0
"VISAKHA RURAL",2002,0
VISAKHAPATNAM,2002,0
VIZIANAGARAM,2002,0
WARANGAL,2002,0
CHANGLANG,2002,0
"DIBANG VALLEY",2002,0
"KAMENG EAST",2002,0
"KAMENG WEST",2002,0
LOHIT,2002,0
"PAPUM PARE",2002,0
"SIANG EAST",2002,0
"SIANG UPPER",2002,0
"SIANG WEST",2002,0
"SUBANSIRI LOWER",2002,0
"SUBANSIRI UPPER",2002,0
TAWANG,2002,0
TIRAP,2002,0
TOTAL,2002,0
BARPETA,2002,0
BONGAIGAON,2002,0
C.I.D.,2002,0
CACHAR,2002,0
DARRANG,2002,0
DHEMAJI,2002,0
DHUBRI,2002,0
DIBRUGARH,2002,0
G.R.P.,2002,0
GOALPARA,2002,0
"GUWAHATI CITY",2002,0
HAILAKANDI,2002,0
JORHAT,2002,0
KAMRUP,2002,0
"KARBI ANGLONG",2002,0
KARIMGANJ,2002,0
KOKRAJHAR,2002,0
LAKHIMPUR,2002,0
MORIGAON,2002,0
N.C.HILLS,2002,0
NAGAON,2002,0
NALBARI,2002,0
R.P.O.,2002,0
SIBSAGAR,2002,0
SONITPUR,2002,0
TINSUKIA,2002,0
ARWAL,2002,0
AURANGABAD,2002,0
BAGAHA,2002,0
BANKA,2002,0
BEGUSARAI,2002,0
BHAGALPUR,2002,0
BHOJPUR,2002,0
BUXAR,2002,0
DARBHANGA,2002,0
GAYA,2002,0
GOPALGANJ,2002,0
"JAMALPUR RLY.",2002,0
JAMUI,2002,0
KATIHAR,2002,0
"KATIHAR RLY.",2002,0
KHAGARIA,2002,0
KISHANGANJ,2002,0
MADHUBANI,2002,0
MUNGER,2002,0
MUZAFFARPUR,2002,0
"MUZAFFARPUR RLY.",2002,0
NAUGACHIA,2002,0
NAWADAH,2002,0
"PATNA RLY.",2002,0
PURNEA,2002,0
ROHTAS,2002,0
SAHARSA,2002,0
SAMASTIPUR,2002,0
SARAN,2002,0
SHEIKHPURA,2002,0
SHEOHAR,2002,0
SITAMARHI,2002,0
SIWAN,2002,0
SUPAUL,2002,0
VAISHALI,2002,0
BALRAMPUR,2002,0
DANTEWARA,2002,0
DHAMTARI,2002,0
"GRP RAIPUR",2002,0
JAGDALPUR,2002,0
JANJGIR,2002,0
JASHPUR,2002,0
KABIRDHAM,2002,0
KORBA,2002,0
KORIYA,2002,0
RAIGARH,2002,0
RAJNANDGAON,2002,0
SARGUJA,2002,0
"NORTH GOA",2002,0
"SOUTH GOA",2002,0
AHWA-DANG,2002,0
ANAND,2002,0
BHARUCH,2002,0
DAHOD,2002,0
GANDHINAGAR,2002,0
JAMNAGAR,2002,0
"KHEDA NORTH",2002,0
MEHSANA,2002,0
NARMADA,2002,0
NAVSARI,2002,0
PANCHMAHAL,2002,0
PATAN,2002,0
PORBANDAR,2002,0
"RAJKOT COMMR.",2002,0
"SURAT COMMR.",2002,0
"VADODARA COMMR.",2002,0
"VADODARA RURAL",2002,0
W.RLY,2002,0
AMBALA,2002,0
BHIWANI,2002,0
GRP,2002,0
GURGAON,2002,0
JHAJJAR,2002,0
KAITHAL,2002,0
PANCHKULA,2002,0
REWARI,2002,0
ROHTAK,2002,0
SONIPAT,2002,0
YAMUNANAGAR,2002,0
BILASPUR,2002,0
CHAMBA,2002,0
HAMIRPUR,2002,0
KINNAUR,2002,0
KULLU,2002,0
LAHAUL-SPITI,2002,0
MANDI,2002,0
SHIMLA,2002,0
SIRMAUR,2002,0
SOLAN,2002,0
UNA,2002,0
ANANTNAG,2002,0
AWANTIPORA,2002,0
BARAMULLA,2002,0
BORDER,2002,0
BUDGAM,2002,0
"CRIME JAMMU",2002,0
"CRIME SRINAGAR",2002,0
DODA,2002,0
GANDERBAL,2002,0
HANDWARA,2002,0
JAMMU,2002,0
KARGIL,2002,0
KATHUA,2002,0
KULGAM,2002,0
KUPWARA,2002,0
LEH,2002,0
POONCH,2002,0
PULWAMA,2002,0
RAILWAYS,2002,0
RAJOURI,2002,0
REASI,2002,0
SRINAGAR,2002,0
UDHAMPUR,2002,0
BOKARO,2002,0
CHAIBASA,2002,0
CHATRA,2002,0
DEOGHAR,2002,0
DHANBAD,2002,0
"DHANBAD RLY.",2002,0
DUMKA,2002,0
GARHWA,2002,0
GIRIDIH,2002,0
GODDA,2002,0
GUMLA,2002,0
HAZARIBAGH,2002,0
JAMSHEDPUR,2002,0
"JAMSHEDPUR RLY.",2002,0
JAMTARA,2002,0
KODERMA,2002,0
LATEHAR,2002,0
LOHARDAGGA,2002,0
PAKUR,2002,0
PALAMU,2002,0
SAHEBGANJ,2002,0
SARAIKELA,2002,0
SIMDEGA,2002,0
BELGAUM,2002,0
BELLARY,2002,0
CHAMARAJNAGAR,2002,0
CHICKMAGALUR,2002,0
"DAKSHIN KANNADA",2002,0
DAVANAGERE,2002,0
"DHARWAD COMMR.",2002,0
"DHARWAD RURAL",2002,0
GADAG,2002,0
HASSAN,2002,0
HAVERI,2002,0
K.G.F.,2002,0
KODAGU,2002,0
KOPPAL,2002,0
"MYSORE COMMR.",2002,0
SHIMOGA,2002,0
TUMKUR,2002,0
UDUPI,2002,0
"UTTAR KANNADA",2002,0
ALAPUZHA,2002,0
CBCID,2002,0
ERNAKULAM,2002,0
IDUKKI,2002,0
KANNUR,2002,0
KASARGOD,2002,0
KOTTAYAM,2002,0
KOZHIKODE,2002,0
MALAPPURAM,2002,0
PALAKKAD,2002,0
PATHANAMTHITTA,2002,0
TRIVANDRUM,2002,0
WAYANADU,2002,0
BARWANI,2002,0
"BHOPAL RLY.",2002,0
HARDA,2002,0
HOSHANGABAD,2002,0
"INDORE RLY.",2002,0
"JABALPUR RLY.",2002,0
JHABUA,2002,0
KATNI,2002,0
KHARGON,2002,0
MANDLA,2002,0
MANDSAUR,2002,0
NEEMUCH,2002,0
RATLAM,2002,0
SEONI,2002,0
SHAHDOL,2002,0
SIDHI,2002,0
SIHORE,2002,0
UMARIYA,2002,0
AHMEDNAGAR,2002,0
AKOLA,2002,0
"AMRAVATI COMMR.",2002,0
"AMRAVATI RURAL",2002,0
"AURANGABAD COMMR.",2002,0
"AURANGABAD RURAL",2002,0
BHANDARA,2002,0
GADCHIROLI,2002,0
GONDIA,2002,0
JALGAON,2002,0
JALNA,2002,0
LATUR,2002,0
MUMBAI,2002,0
"MUMBAI RLY.",2002,0
"NAGPUR COMMR.",2002,0
"NAGPUR RLY.",2002,0
"NAGPUR RURAL",2002,0
NANDED,2002,0
NANDURBAR,2002,0
"NASIK COMMR.",2002,0
"NAVI MUMBAI",2002,0
OSMANABAD,2002,0
"PUNE COMMR.",2002,0
"PUNE RLY.",2002,0
RAIGAD,2002,0
RATNAGIRI,2002,0
SATARA,2002,0
SINDHUDURG,2002,0
"SOLAPUR COMMR.",2002,0
"THANE COMMR.",2002,0
"THANE RURAL",2002,0
WARDHA,2002,0
WASHIM,2002,0
YAVATMAL,2002,0
BISHNUPUR,2002,0
CHANDEL,2002,0
CHURACHANDPUR,2002,0
IMPHAL(EAST),2002,0
IMPHAL(WEST),2002,0
SENAPATI,2002,0
TAMENGLONG,2002,0
THOUBAL,2002,0
UKHRUL,2002,0
"GARO HILLS EAST",2002,0
"GARO HILLS SOUTH",2002,0
"GARO HILLS WEST",2002,0
"JAINTIA HILLS",2002,0
"KHASI HILLS EAST",2002,0
"KHASI HILLS WEST",2002,0
RI-BHOI,2002,0
AIZAWL,2002,0
CHAMPHAI,2002,0
KOLASIB,2002,0
LAWNGTLAI,2002,0
LUNGLEI,2002,0
MAMIT,2002,0
SAIHA,2002,0
SERCHHIP,2002,0
DIMAPUR,2002,0
KIPHIRE,2002,0
MOKOKCHUNG,2002,0
MON,2002,0
PEREN,2002,0
PHEK,2002,0
TUENSANG,2002,0
WOKHA,2002,0
ZUNHEBOTO,2002,0
ANGUL,2002,0
BALASORE,2002,0
BARAGARH,2002,0
BERHAMPUR,2002,0
BHADRAK,2002,0
CUTTACK,2002,0
DEOGARH,2002,0
GAJAPATI,2002,0
GANJAM,2002,0
JAGATSINGHPUR,2002,0
JAJPUR,2002,0
JHARSUGUDA,2002,0
KANDHAMAL,2002,0
KENDRAPARA,2002,0
KHURDA,2002,0
KORAPUT,2002,0
MAYURBHANJ,2002,0
NAYAGARH,2002,0
NUAPADA,2002,0
RAYAGADA,2002,0
ROURKELA,2002,0
SAMBALPUR,2002,0
SRP(CUTTACK),2002,0
SRP(ROURKELA),2002,0
SUNDARGARH,2002,0
AMRITSAR,2002,0
BARNALA,2002,0
BHATINDA,2002,0
FARIDKOT,2002,0
"FATEHGARH SAHIB",2002,0
FEROZEPUR,2002,0
G.R.P,2002,0
HOSHIARPUR,2002,0
JAGRAON,2002,0
JALANDHAR,2002,0
KAPURTHALA,2002,0
KHANNA,2002,0
LUDHIANA,2002,0
MAJITHA,2002,0
MANSA,2002,0
MOGA,2002,0
"NAWAN SHAHR",2002,0
PATIALA,2002,0
ROPAR,2002,0
SANGRUR,2002,0
"TARN TARAN",2002,0
BANSWARA,2002,0
BARAN,2002,0
BUNDI,2002,0
CHITTORGARH,2002,0
DAUSA,2002,0
DUNGARPUR,2002,0
JAISALMER,2002,0
JALORE,2002,0
KARAULI,2002,0
RAJSAMAND,2002,0
"SAWAI MADHOPUR",2002,0
SIROHI,2002,0
UDAIPUR,2002,0
EAST,2002,0
NORTH,2002,0
SOUTH,2002,0
WEST,2002,0
CHENNAI,2002,0
"CHENNAI RLY.",2002,0
"COIMBATORE URBAN",2002,0
DHARMAPURI,2002,0
DINDIGUL,2002,0
ERODE,2002,0
KANCHIPURAM,2002,0
KANYAKUMARI,2002,0
KARUR,2002,0
"MADURAI RURAL",2002,0
"MADURAI URBAN",2002,0
NAMAKKAL,2002,0
NILGIRIS,2002,0
PUDUKOTTAI,2002,0
"SALEM URBAN",2002,0
SIVAGANGAI,2002,0
THENI,2002,0
THIRUVARUR,2002,0
THOOTHUGUDI,2002,0
"TRICHY RLY.",2002,0
"TRICHY RURAL",2002,0
"TRICHY URBAN",2002,0
VELLORE,2002,0
DHALAI,2002,0
DEORIA,2002,0
"SANT KABIRNAGAR",2002,0
SHRAWASTI,2002,0
VARANASI,2002,0
ALMORA,2002,0
BAGESHWAR,2002,0
CHAMOLI,2002,0
CHAMPAWAT,2002,0
NAINITAL,2002,0
"PAURI GARHWAL",2002,0
PITHORAGARH,2002,0
"RUDRA PRAYAG",2002,0
"TEHRI GARHWAL",2002,0
UTTARKASHI,2002,0
"24 PARGANAS NORTH",2002,0
"24 PARGANAS SOUTH",2002,0
ASANSOL,2002,0
BANKURA,2002,0
BIRBHUM,2002,0
BURDWAN,2002,0
COOCHBEHAR,2002,0
"DAKSHIN DINAJPUR",2002,0
DARJEELING,2002,0
HOOGHLY,2002,0
HOWRAH,2002,0
"HOWRAH CITY",2002,0
"HOWRAH G.R.P.",2002,0
JALPAIGURI,2002,0
"KHARAGPUR G.R.P.",2002,0
KOLKATA,2002,0
MALDA,2002,0
MURSHIDABAD,2002,0
NADIA,2002,0
"PASCHIM MIDNAPUR",2002,0
"PURAB MIDNAPUR",2002,0
PURULIA,2002,0
"SEALDAH G.R.P.",2002,0
"SILIGURI G.R.P.",2002,0
"UTTAR DINAJPUR",2002,0
ANDAMAN,2002,0
NICOBAR,2002,0
CHANDIGARH,2002,0
"D and N HAVELI",2002,0
DAMAN,2002,0
DIU,2002,0
CENTRAL,2002,0
DRP,2002,0
"IGI AIRPORT",2002,0
"NEW DELHI",2002,0
NORTH-EAST,2002,0
NORTH-WEST,2002,0
SOUTH-WEST,2002,0
"SPL CELL",2002,0
STF,2002,0
LAKSHADWEEP,2002,0
PONDICHERRY,2002,0
ADILABAD,2003,0
"EAST GODAVARI",2003,0
"GUNTAKAL RLY.",2003,0
"HYDERABAD CITY",2003,0
KHAMMAM,2003,0
MEDAK,2003,0
NELLORE,2003,0
NIZAMABAD,2003,0
"RANGA REDDY",2003,0
"SECUNDERABAD RLY.",2003,0
SRIKAKULAM,2003,0
"VIJAYAWADA RLY.",2003,0
"VISAKHA RURAL",2003,0
VISAKHAPATNAM,2003,0
VIZIANAGARAM,2003,0
WARANGAL,2003,0
CHANGLANG,2003,0
"DIBANG VALLEY",2003,0
K/KUMEY,2003,0
"KAMENG EAST",2003,0
"KAMENG WEST",2003,0
LOHIT,2003,0
"PAPUM PARE",2003,0
"SIANG EAST",2003,0
"SIANG UPPER",2003,0
"SIANG WEST",2003,0
"SUBANSIRI LOWER",2003,0
"SUBANSIRI UPPER",2003,0
TAWANG,2003,0
TIRAP,2003,0
"UPPER DIBANG VALLEY",2003,0
TOTAL,2003,0
BARPETA,2003,0
BONGAIGAON,2003,0
C.I.D.,2003,0
CACHAR,2003,0
DARRANG,2003,0
DHEMAJI,2003,0
DHUBRI,2003,0
DIBRUGARH,2003,0
G.R.P.,2003,0
GOALPARA,2003,0
"GUWAHATI CITY",2003,0
HAILAKANDI,2003,0
JORHAT,2003,0
KAMRUP,2003,0
"KARBI ANGLONG",2003,0
KARIMGANJ,2003,0
LAKHIMPUR,2003,0
MORIGAON,2003,0
N.C.HILLS,2003,0
NAGAON,2003,0
NALBARI,2003,0
R.P.O.,2003,0
SIBSAGAR,2003,0
TINSUKIA,2003,0
ARARIA,2003,0
ARWAL,2003,0
AURANGABAD,2003,0
BAGAHA,2003,0
BANKA,2003,0
BEGUSARAI,2003,0
BETTIAH,2003,0
BHABHUA,2003,0
BHAGALPUR,2003,0
BHOJPUR,2003,0
BUXAR,2003,0
DARBHANGA,2003,0
GAYA,2003,0
GOPALGANJ,2003,0
"JAMALPUR RLY.",2003,0
JAMUI,2003,0
KATIHAR,2003,0
"KATIHAR RLY.",2003,0
KHAGARIA,2003,0
KISHANGANJ,2003,0
MADHEPURA,2003,0
MADHUBANI,2003,0
MOTIHARI,2003,0
MUNGER,2003,0
MUZAFFARPUR,2003,0
"MUZAFFARPUR RLY.",2003,0
NAWADAH,2003,0
"PATNA RLY.",2003,0
PURNEA,2003,0
ROHTAS,2003,0
SAHARSA,2003,0
SAMASTIPUR,2003,0
SARAN,2003,0
SHEIKHPURA,2003,0
SHEOHAR,2003,0
SITAMARHI,2003,0
SIWAN,2003,0
SUPAUL,2003,0
VAISHALI,2003,0
BALRAMPUR,2003,0
BIZAPUR,2003,0
DANTEWARA,2003,0
DHAMTARI,2003,0
DURG,2003,0
"GRP RAIPUR",2003,0
JAGDALPUR,2003,0
JASHPUR,2003,0
KABIRDHAM,2003,0
KORBA,2003,0
KORIYA,2003,0
MAHASAMUND,2003,0
NARAYANPUR,2003,0
RAIGARH,2003,0
RAJNANDGAON,2003,0
SARGUJA,2003,0
"NORTH GOA",2003,0
"SOUTH GOA",2003,0
AHWA-DANG,2003,0
AMRELI,2003,0
ANAND,2003,0
DAHOD,2003,0
GANDHINAGAR,2003,0
HIMATNAGAR,2003,0
"KHEDA NORTH",2003,0
